Name,Code,Type,Unit,Description,Manufacturer,Sales Tax,PurchaseTax,StripSize,Scheduled,Strength,Category,Molecule,Mrp,Selling Price,Avg Item Cost,Stock Value@ Cost,Offer,Distributor Name
NATVIE C 400 MG CAP,,,10'S,,FRANCO INDIAN  I,,14.5,,,,,,39.95,35.95,,,Buy 3 get 1,LIFECARE PHARMACEUTICALS
AMLOZ 10 MG,,,10'S,,SHREYA LIFE SCIENCES PVT LTD,,14.5,,,,,,35,31,,,Buy 10 get 1,LIFECARE PHARMACEUTICALS
AMLOZ AT,,,14'S,,SHREYA LIFE SCIENCES PVT LTD,,14.5,,,,,,35,31,,,Buy 10 get 1,LIFECARE PHARMACEUTICALS
DIGEPLEX - T,,,100'S,,SHREYA LIFE SCIENCES PVT LTD,,14.5,,,,,,35,31,,,Buy 10 get 1,LIFECARE PHARMACEUTICALS
DIGEPLEX 100 ML,,,100 ML,,SHREYA LIFE SCIENCES PVT LTD,,14.5,,,,,,35,31,,,Buy 10 get 1,LIFECARE PHARMACEUTICALS
COLLOSAL IODINE 100 ML,,,,,SOLVAY PHARMA INDIA PVT LTD,,5,,,,,,35,31,,,Buy 10 get 1,LIFECARE PHARMACEUTICALS
COLOSPA,,,10'S,,SOLVAY PHARMA INDIA PVT LTD,,5,,,,,,35,31,,,Buy 10 get 1,LIFECARE PHARMACEUTICALS
CREON 25000 CAP,,,10'S,,SOLVAY PHARMA INDIA PVT LTD,,5,,,,,,35,31,,,Buy 10 get 1,LIFECARE PHARMACEUTICALS
CREON 40000 CAP,,,10'S,,SOLVAY PHARMA INDIA PVT LTD,,5,,,,,,35,31,,,Buy 10 get 1,LIFECARE PHARMACEUTICALS
OLMESAR H 40,,,10'S,,MACLEODS PHARMACEUTICALS PVT LTD,,5,57,,,,,182,138.66,128.95,1289.5,,LINTAS DISTRIBUTORS
MEDROL 16,,,14'S,,PFIZER LIMITED,,5,45,,,,,182,138.66,127.57,637.85,,LINTAS DISTRIBUTORS
MATILDA AF,,,10'S,,LUPIN LABORATORIES LTD,,5,62,,,,,181,139.33,129.58,3369,,LINTAS DISTRIBUTORS
SEACOD CAP 100,,,100'S,,UNIVERSAL MEDICARE LIMITED,,5,1,,,,,181.18,139.45,106.91,1496.76,,LINTAS DISTRIBUTORS
PANTOCID L,,,10's,,SUN PHARMACEUTICALS INDUSTRIES LTD,,5,1,,,,,181.2,139.51,129.74,1816.36,,LINTAS DISTRIBUTORS
VANTAJ 100GM,,,100 GM,,Dr.REDDY's LABORATORIES LTD,,5,54,,,,,195,139.66,128.49,1284.9,,LINTAS DISTRIBUTORS
SELOKEN XL 50 **,,,30'S,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,174.3,140.53,131.4,919.8,,LINTAS DISTRIBUTORS
TRAPIC 500,,,10'S,,SUN PHARMACEUTICALS INDUSTRIES LTD,,14.5,56,,,,,187,142.48,132.51,1987.65,,LINTAS DISTRIBUTORS
TELMEDIP 40,,,10'S,,CARDIMED,,5,134,,,,,60,45.71,41.14,822.8,Buy 10 get 1,M.M HEALTH CARE
ENTEROQUINOL,,,20'S,,EAST INDIA PHARMACEUTDICALS WORKS LTD,,14.5,62,,,,,16.09,13.09,1,0,,MAHAVEER PHARMA
FOURTS B SYP 200ML,,,200 ML,,FOURRTS (INDIA) LABORATORIES PVT LTD,,14.5,1,,,,,93,90,1,0,,MAHAVEER PHARMA
GLIFIL M FORTE,,,10'S,,FOURRTS (INDIA) LABORATORIES PVT LTD,,14.5,1,,,,,21.5,18.5,1,0,,MAHAVEER PHARMA
PRE PRO HS CAP,,,10'S,,FOURRTS (INDIA) LABORATORIES PVT LTD,,14.5,1,,,,,92,89,1,0,Buy 5 get 1,MAHAVEER PHARMA
REJUNEURON INJ 1 ML,,,,,FOURRTS (INDIA) LABORATORIES PVT LTD,,5,1,,,,,59,56,1,0,Buy 5 get 1,MAHAVEER PHARMA
R-CINEX 600,,,3'S,,LUPIN LABORATORIES LTD,,5,57,,,,,21.5,18.5,1,0,Buy 5 get 1,MAHAVEER PHARMA
STALOPAM 5,,,10'S,,LUPIN LABORATORIES LTD,,5,37,,,,,37.3,34.3,1,0,,MAHAVEER PHARMA
STREPSILS MIX JAR 110,,,110'S,,RECKITT & BENCKISER (INDIA) LTD,,5,62,,,,,200,197,1,0,Buy 5 get 1,MAHAVEER PHARMA
ARKAMIN,,,10'S,,UNICHEM LABORATORIES LTD,,5,1,,,,,12.6,9.6,8.83,35.32,Buy 5 get 1,MAHAVEER PHARMA
CALCIGARD 10 MG RTD,,,10'S,,TORRENT PHARMACEUTICALS LTD,,5,25,,,,,14.88,11.34,10.55,358.7,,MAHAVEER PHARMA
MAZETOL 200 **,,,10'S,,NICHOLAS PIRAMAL INDIA LTD,,5,56,,,,,14.89,11.46,10.54,42.16,,MAHAVEER PHARMA
FUCIBET CREAM,,,15GM,,RANBAXY LABORATORIES LTD,,5,1,,,,,39.9,30.72,28.57,228.56,Buy 5 get 1,MAHAVEER PHARMA
FLUNARIN 10MG,,,10'S,,FDC LIMITED,,5,57,,,,,40,30.8,28.34,311.74,Buy 5 get 1,MAHAVEER PHARMA
SORBITRATE 10 MG **,,,50'S,,PIRAMAL HEALTHCARE LTD,,5,90,,,,,38.32,31.47,28.95,1186.95,Buy 5 get 1,MAHAVEER PHARMA
PROWEL DRY SYP 30 ML,,,31 ML,,ALKEM LABORATORIES LTD,,5,2,,,,,48,33.84,31.21,31.21,,MAHAVEER PHARMA
CARDIVAS 6.25,,,10'S,,SUN PHARMACEUTICALS INDUSTRIES LTD,,5,1,,,,,52,40.04,37.24,1191.68,,MAHAVEER PHARMA
ROPARK 0.5MG,,,10'S,,SUN PHARMACEUTICALS INDUSTRIES LTD,,5,1,,,,,59,45.43,42.25,295.75,,MAHAVEER PHARMA
NEBILONG H,,,10'S,,MICRO LABS LTD (INDIA),,5,74,,,,,90,68.57,63.77,446.39,,MAHAVEER PHARMA
OZORED SYP,,,150 ML,,OZONE PHARMACEUTICALS,,5,92,,,,,90,68.57,51.43,1542.75,,MAHAVEER PHARMA
XPAND 625,,,6'S,,OZONE PHARMACEUTICALS,,5,92,,,,,90,68.57,51.43,1234.2,,MAHAVEER PHARMA
MOX KID 250,,,15'S,,RANBAXY LABORATORIES LTD,,5,73,,,,,90,68.57,52.57,525.7,,MAHAVEER PHARMA
EMESET 8,,,10'S,,CIPLA LTD,,5,45,,,,,123.5,94.1,87.04,348.16,,MAHAVEER PHARMA
NITROCONTIN 6.4,,,30'S,,MODI-MUNDIPHARMA PVT LTD,,5,7,,,,,189.5,151.6,139.47,1115.76,,MAHAVEER PHARMA
AZTOR 40,,,10'S,,SUN PHARMACEUTICALS INDUSTRIES LTD,,5,69,,,,,240,184.79,171.85,2234.05,,MAHAVEER PHARMA
VIGAMOX 0.5%,,,6ML,,ALCON LABORATORIES (INDIA) PVT LTD,,5,2,,,,,251,191.48,177.6,1237.23,,MAHAVEER PHARMA
EBASIL,,,10'S,,SOLVAY PHARMA INDIA PVT LTD,,5,,,,,,35,31,,,Buy 10 get 1,MAHAVEER PHARMA
UDILIV 75 MG,,,10'S,,SOLVAY PHARMA INDIA PVT LTD,,5,,,,,,35,31,,,Buy 10 get 1,MAHAVEER PHARMA
SUPRADYN **,,,15'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,19.5,16.53,15.22,958.59,,MAJOR PHARMACEUTICALS
STRESNIL 0.25,,,10'S,,ARISTO PHARMACEUTICALS LTD,,5,25,,,,,21.47,16.54,15.31,658.44,,MAJOR PHARMACEUTICALS
MONOSORBITRATE 10 **,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,20.16,16.55,15.56,217.84,,MAJOR PHARMACEUTICALS
ZYNCET .,,,10'S,,UNICHEM LABORATORIES LTD,,5,86,,,,,20.16,16.56,15.25,76.23,,MAJOR PHARMACEUTICALS
TENOVATE GN 10 GM,,,10 GM,,GLAXO TEAM II DERMA,,5,1,,,,,21.6,16.63,15.3,61.2,,MAJOR PHARMACEUTICALS
GLIMESTAR 1MG,,,10'S,,MANKIND PHARMA LTD,,5,1,,,,,22,16.76,15.59,327.39,,MAJOR PHARMACEUTICALS
RAMITORVA,,,10'S,,ZYDUS CADILA HEALTHCARE LTD,,5,62,,,,,22,16.76,15.59,342.98,,MAJOR PHARMACEUTICALS
VINCEE,,,10'S,,SKN ORGANICS (P) LTD,,5,55,,,,,22,16.79,15.44,154.39,,MAJOR PHARMACEUTICALS
MEFTAL 250 MG,,,10'S,,BLUE CROSS LABORATORIES LTD,,14.5,1,,,,,22,16.94,15.75,110.25,,MAJOR PHARMACEUTICALS
TAXIM 500 MG INJ 5 ML **,,,1'S,,ALKEM LABORATORIES LTD,,5,1,,,,,21.05,16.98,14.06,267.13,,MAJOR PHARMACEUTICALS
PAN 40 IV INJ,,,1,,ALKEM LABORATORIES LTD,,5,1,,,,,61.4,58.5,1,0,Buy 5 get 1,MEDICINE CHAMBER
TAXIM 125 MG  INJ,,,,,ALKEM LABORATORIES LTD,,5,1,,,,,12,11,1,0,,MEDICINE CHAMBER
THERMOSEAL 50,,,50 GM,,ICPA HEALTH PRODUCTS LTD,,5,56,,,,,27.75,24.75,1,0,,MEDICINE CHAMBER
THERMOSEAL RA 100 GM,,,100 GM,,ICPA HEALTH PRODUCTS LTD,,5,56,,,,,59,56,1,0,,MEDICINE CHAMBER
GLUCONORM G2 FORTE,,,10'S,,LUPIN LABORATORIES LTD,,5,37,,,,,78.5,75.5,1,0,,MEDICINE CHAMBER
GLUCONORM P15,,,10'S,,LUPIN LABORATORIES LTD,,5,37,,,,,70.58,67.58,1,0,,MEDICINE CHAMBER
STALOPAM PLUS,,,10'S,,LUPIN LABORATORIES LTD,,5,37,,,,,86.2,83.2,1,0,,MEDICINE CHAMBER
LEVOMAC 500,,,5'S,,MACLEODS PHARMACEUTICALS PVT LTD,,5,45,,,,,42,39,1,0,,MEDICINE CHAMBER
MAHACEF CV 100,,,6'S,,MANKIND PHARMA LTD,,5,57,,,,,47.94,44.94,1,0,,MEDICINE CHAMBER
LOBATE GN CREAM 15 GM,,,15 GM,,MEPROMAX LIFESCINES PVT LTD,,5,45,,,,,27.48,24.48,1,0,,MEDICINE CHAMBER
V GEL CRM,,,30 GM,,ZANDRA,,14.5,71,,,,,50,47,1,0,Buy 5 get 1,MEDICINE CHAMBER
ATORVA 40,,,10'S,,ZYDUS CADILA HEALTHCARE LTD,,5,56,,,,,306,303,1,0,,MEDICINE CHAMBER
GLYCOMET 250,,,10'S,,USV,,5,25,,,,,8.93,5.93,6.32,948,Buy 5 get 1,MEDICINE CHAMBER
RAZEL 5 MG,,,10'S,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,66.1,50.95,46.87,234.35,,MEDICINE CHAMBER
METGLI 2,,,10'S,,ORDAIN HEALTH CARE,,5,86,,,,,68,52.53,48.85,488.5,,MEDICINE CHAMBER
MONTAIR LC KID,,,10'S,,CIPLA LTD,,5,45,,,,,69,52.57,48.85,586.16,,MEDICINE CHAMBER
ROZAT 10,,,10'S,,Dr.REDDY's LABORATORIES LTD,,5,54,,,,,69,52.57,48.89,537.79,,MEDICINE CHAMBER
GUDCEF CV D/S,,,30 ML,,MANKIND PHARMA LTD,,5,48,,,,,69,52.57,48.89,97.78,,MEDICINE CHAMBER
DOXY 1L DR FORTE .,,,10'S,,USV,,5,25,,,,,65.25,52.62,48.94,1125.62,,MEDICINE CHAMBER
MAHACEF 200MG,,,10'S,,MANKIND PHARMA LTD,,5,1,,,,,72,54.86,46.77,561.22,,MEDICINE CHAMBER
MOXIKIND CV 375,,,6'S,,MANKIND PHARMA LTD,,5,57,,,,,72,54.86,46.77,2057.8,,MEDICINE CHAMBER
RIVOTRIL 2,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,53,,,,,72,54.86,50.47,555.17,,MEDICINE CHAMBER
TAXIM O DRY SYP 30 ML,,,31 ML,,ALKEM LABORATORIES LTD,,5,2,,,,,71,54.88,51.11,1153.53,,MEDICINE CHAMBER
SUMO,,,15'S,,ALKEM LABORATORIES LTD,,5,1,,,,,71.5,55.04,43.51,174.02,,MEDICINE CHAMBER
CLOHEX M/W 150 ML,,,150 ML,,Dr.REDDY's LABORATORIES LTD,,5,54,,,,,71.5,55.05,50.65,202.6,,MEDICINE CHAMBER
EUGLIM 2,,,15'S,,ZYDUS CADILA HEALTHCARE LTD,,5,56,,,,,71.6,55.13,51.27,256.35,,MEDICINE CHAMBER
PANTOP - D,,,10'S,,ARISTO PHARMACEUTICALS LTD,,5,25,,,,,71.65,55.17,51.31,564.41,,MEDICINE CHAMBER
VOZUCA 0.2,,,10'S,,Dr.REDDY's LABORATORIES LTD,,5,54,,,,,73.5,55.24,50.91,610.86,,MEDICINE CHAMBER
SURBEX XT,,,15'S,,ABBOTT INDIA LTD,,5,25,,,,,68,55.32,46.46,1254.53,,MEDICINE CHAMBER
RICONIA G,,,10'S,,RANBAXY LABORATORIES LTD,,5,1,,,,,77.5,55.41,51.53,463.77,,MEDICINE CHAMBER
OMNITAN 50,,,15'S,,MACLEODS PHARMACEUTICALS PVT LTD,,5,45,,,,,71.98,55.42,51.54,309.24,,MEDICINE CHAMBER
PHEXIN D/S 30 ML,,,30 ML,,GLAXO ASCLEPIUS TEAM III,,5,1,,,,,72,55.43,51,255,,MEDICINE CHAMBER
PIOZ MF 15,,,10'S,,USV,,14.5,25,,,,,72.75,55.43,51.55,515.5,,MEDICINE CHAMBER
LONAZEP 2,,,10'S,,SUN PHARMACEUTICALS INDUSTRIES LTD,,5,1,,,,,72,55.44,51.56,567.16,,MEDICINE CHAMBER
SOMPRAZ D 20MG,,,10'S,,SUN PHARMACEUTICALS INDUSTRIES LTD,,14.5,1,,,,,72,55.44,51.35,1437.74,,MEDICINE CHAMBER
AZITHRAL 500 MG,,,4'S,,ALEMBIC CHEMICAL WORKS CO LTD,,5,46,,,,,72.3,55.48,51.12,101.24,,MEDICINE CHAMBER
DIGINE (O) GEL 170 ML,,,171 ML,,ABBOTT INDIA LTD,,5,26,,,,,72,55.67,49.3,290.81,,MEDICINE CHAMBER
ANTIBAN 75 MG,,,10'S,,BLUE CROSS LABORATORIES LTD,,14.5,1,,,,,35,32,1,0,Buy 5 get 1,MOTI & COMPANY
ODIPRIL 2.5 MG CAP,,,10'S,,BLUE CROSS LABORATORIES LTD,,14.5,1,,,,,21,18,1,0,Buy 5 get 1,MOTI & COMPANY
ODIPRIL 5 MG CAP,,,10'S,,BLUE CROSS LABORATORIES LTD,,14.5,1,,,,,32,29,1,0,Buy 5 get 1,MOTI & COMPANY
TUSQ P ORAL DROPS 15,,,15,,BLUE CROSS LABORATORIES LTD,,14.5,1,,,,,28,25,1,0,Buy 5 get 1,MOTI & COMPANY
TUSQ X SYP 100 ML,,,100 ML,,BLUE CROSS LABORATORIES LTD,,14.5,53,,,,,63.5,60.5,1,0,Buy 5 get 1,MOTI & COMPANY
BUSCOGAST AMP,,,1 ML,,BOEHRINGER INGELHEIM,,14.5,86,,,,,10.33,7.33,1,0,,MOTI & COMPANY
BUSCOGAST TAB,,,10'S,,BOEHRINGER INGELHEIM,,14.5,86,,,,,31.59,28.59,1,0,,MOTI & COMPANY
DULCOFLEX SUPP ADULT,,,5'S,,BOEHRINGER INGELHEIM,,14.5,86,,,,,95.25,92.25,1,0,,MOTI & COMPANY
DULCOFLEX SUPP PEAD,,,5'S,,BOEHRINGER INGELHEIM,,14.5,86,,,,,44.48,41.48,1,0,,MOTI & COMPANY
TRAJENTA DUO 1000 *,,,10'S,,BOEHRINGER INGELHEIM,,14.5,86,,,,,220,217,1,0,,MOTI & COMPANY
TRAJENTA DUO 500 *,,,10'S,,BOEHRINGER INGELHEIM,,14.5,86,,,,,220,217,1,0,,MOTI & COMPANY
KOMBIGLYZA 5/500,,,7'S,,BRISTOL-MYERS SQUIBB,,14.5,25,,,,,343,340,1,0,,MOTI & COMPANY
B PROTIN (DF) 200,,,200 GM,,BRITISH BIOLOGICAL,,14.5,1,,,,,330,327,1,0,,MOTI & COMPANY
B PROTIN (PIN) 200,,,200 GM,,BRITISH BIOLOGICAL,,14.5,69,,,,,175,172,1,0,,MOTI & COMPANY
MEDISLIM,,,500 GM,,BRITISH BIOLOGICAL,,14.5,69,,,,,535,532,1,0,,MOTI & COMPANY
MENO PRO,,,200GM,,BRITISH BIOLOGICAL,,14.5,69,,,,,229,226,1,0,,MOTI & COMPANY
PRO PL (CHO),,,200 GM,,BRITISH BIOLOGICAL,,14.5,69,,,,,165,162,1,0,,MOTI & COMPANY
PRO PL (ECO) CHO,,,400 GM,,BRITISH BIOLOGICAL,,14.5,69,,,,,300,297,1,0,,MOTI & COMPANY
CODINE SULPHATE,,,10'S,,CADILA PHARMACEUTICALS LIMITED,,14.5,62,,,,,48.34,45.34,1,0,,MOTI & COMPANY
ENVAS 10mg,,,15's,,CADILA PHARMACEUTICALS LIMITED,,14.5,1,,,,,89.05,86.05,1,0,,MOTI & COMPANY
FLUDAC 20,,,10'S,,CADILA PHARMACEUTICALS LIMITED,,14.5,1,,,,,58.1,55.1,1,0,,MOTI & COMPANY
LOSACAR 25 MG,,,10'S,,CADILA PHARMACEUTICALS LIMITED,,5,53,,,,,45.1,42.1,1,0,,MOTI & COMPANY
LOSACAR 50 MG,,,10'S,,CADILA PHARMACEUTICALS LIMITED,,5,53,,,,,66.9,63.9,1,0,,MOTI & COMPANY
LOSACAR H,,,10'S,,CADILA PHARMACEUTICALS LIMITED,,5,53,,,,,67.9,64.9,1,0,,MOTI & COMPANY
APTIZOOM SYP,,,200 ML,,CHARAK PHARMA PVT LTD,,5,37,,,,,50,47,1,0,,MOTI & COMPANY
CEPHAGRAINE,,,40'S,,CHARAK PHARMA PVT LTD,,5,37,,,,,69,66,1,0,,MOTI & COMPANY
HYPONIDD,,,30'S,,CHARAK PHARMA PVT LTD,,5,37,,,,,75,72,1,0,,MOTI & COMPANY
LIVOMYN SYP 100,,,100 ML,,CHARAK PHARMA PVT LTD,,5,37,,,,,38,35,1,0,,MOTI & COMPANY
LIVOMYN TAB,,,30'S,,CHARAK PHARMA PVT LTD,,5,37,,,,,75,72,1,0,Buy 5 get 1,MOTI & COMPANY
MANOLL 450,,,450 GM,,CHARAK PHARMA PVT LTD,,5,10,,,,,98,95,1,0,Buy 5 get 1,MOTI & COMPANY
OJUS SYP,,,200 ML,,CHARAK PHARMA PVT LTD,,5,37,,,,,49,46,1,0,Buy 5 get 1,MOTI & COMPANY
ELDERVIT,,,15'S,,ELDER PHARMACEUTICALS PVT LTD,,5,1,,,,,13.43,10.43,1,0,Buy 5 get 1,MOTI & COMPANY
TANTUM GEL,,,30 GM,,ELDER PHARMACEUTICALS PVT LTD,,5,53,,,,,53,50,1,0,Buy 5 get 1,MOTI & COMPANY
THRIVE RD POEDER,,,3*50 GM,,ELDER PHARMACEUTICALS PVT LTD,,5,62,,,,,59.7,56.7,1,0,Buy 5 get 1,MOTI & COMPANY
TIGER BALM BIG,,,18GM,,ELDER PHARMACEUTICALS PVT LTD,,5,62,,,,,38,35,1,0,Buy 5 get 1,MOTI & COMPANY
TIGER BALM SMALL,,,8GM,,ELDER PHARMACEUTICALS PVT LTD,,5,62,,,,,22,19,1,0,Buy 5 get 1,MOTI & COMPANY
FLUTIVATE SKIN OINT,,,20MG,,GLAXO TEAM II DERMA,,5,56,,,,,99.75,96.75,1,0,Buy 5 get 1,MOTI & COMPANY
TELMA H 80,,,10'S,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,246.3,243.3,1,0,Buy 5 get 1,MOTI & COMPANY
COLICAIDE SYP 60 ML,,,60 ML,,MEYER ORGANICS LTD,,5,7,,,,,64.2,61.2,1,0,,MOTI & COMPANY
RABIGAS D,,,10'S,,NOHA'S LABORATORIES,,5,59,,,,,51.3,48.3,1,0,,MOTI & COMPANY
RHINOS P SUSP,,,60 ML,,NOHA'S LABORATORIES,,5,59,,,,,29.8,26.8,1,0,,MOTI & COMPANY
~MACLVIT 500MG,,,10'S,,NOVARTIS (INDIA) LTD,,5,53,,,,,48.6,45.6,1,0,,MOTI & COMPANY
CALCIUM AI 100,,,100'S,,NOVARTIS (INDIA) LTD,,5,53,,,,,140,137,1,0,,MOTI & COMPANY
CALCIUM SANDOZ AI,,,30'S,,NOVARTIS (INDIA) LTD,,5,53,,,,,65,62,1,0,,MOTI & COMPANY
CALCIUM SANDOZ ORNG,,,30'S,,NOVARTIS (INDIA) LTD,,5,53,,,,,65,62,1,0,,MOTI & COMPANY
CALCIUM SANDOZ WOMEN STAB 60,,,60'S,,NOVARTIS (INDIA) LTD,,5,62,,,,,138,135,1,0,,MOTI & COMPANY
CALCIUM SANDOZ WOMEN STR,,,30'S,,NOVARTIS (INDIA) LTD,,5,62,,,,,115,112,1,0,,MOTI & COMPANY
LOPRESOR 25MG **,,,10'S,,NOVARTIS (INDIA) LTD,,5,25,,,,,31.91,28.91,1,0,,MOTI & COMPANY
MACALVIT PLUS SYP,,,200 ML,,NOVARTIS (INDIA) LTD,,5,1,,,,,85.4,82.4,1,0,,MOTI & COMPANY
OTRINOZ ADULT DROPS,,,10ML,,NOVARTIS (INDIA) LTD,,5,62,,,,,71,68,1,0,,MOTI & COMPANY
OTRINOZ PEAD DROPS,,,10ML,,NOVARTIS (INDIA) LTD,,5,62,,,,,53,50,1,0,,MOTI & COMPANY
OTRIVIN COLD TAB,,,8'S,,NOVARTIS (INDIA) LTD,,5,62,,,,,20,17,1,0,,MOTI & COMPANY
T-MINIC SYRUP,,,60ML,,NOVARTIS (INDIA) LTD,,5,62,,,,,57,54,1,0,Buy 5 get 1,MOTI & COMPANY
VOLTAFALM 50MG,,,10'S,,NOVARTIS (INDIA) LTD,,5,1,,,,,30.7,27.7,1,0,Buy 5 get 1,MOTI & COMPANY
VOTAFLAM 50,,,10'S,,NOVARTIS (INDIA) LTD,,5,1,,,,,28.1,25.1,1,0,Buy 5 get 1,MOTI & COMPANY
VOVERAN OPTHA E/D,,,5 ML,,NOVARTIS (INDIA) LTD,,5,1,,,,,38.4,35.4,1,0,Buy 5 get 1,MOTI & COMPANY
VOVERAN SR 75,,,10'S,,NOVARTIS (INDIA) LTD,,5,1,,,,,56,53,1,0,Buy 5 get 1,MOTI & COMPANY
ACARB 50,,,10'S,,ORCHID CHEMICALS & PHARMACEUTICALS LTD,,5,88,,,,,87,84,1,0,Buy 5 get 1,MOTI & COMPANY
CADOTRIL,,,10'S,,ORDAIN HEALTH CARE,,5,69,,,,,135.3,132.3,1,0,,MOTI & COMPANY
CADOTRIL SACH,,,10*1 GM,,ORDAIN HEALTH CARE,,5,86,,,,,121,118,1,0,,MOTI & COMPANY
COMPLETE B12,,,10'S,,ORDAIN HEALTH CARE,,5,86,,,,,104,101,1,0,,MOTI & COMPANY
LIVOPILL DS,,,10'S,,ORDAIN HEALTH CARE,,5,69,,,,,278,275,1,0,,MOTI & COMPANY
NEUROPILL,,,10'S,,ORDAIN HEALTH CARE,,5,86,,,,,105.2,102.2,1,0,,MOTI & COMPANY
ORBONE FORTE,,,10'S,,ORDAIN HEALTH CARE,,5,86,,,,,110,107,1,0,,MOTI & COMPANY
EVALON CREAM 15 GM,,,15 GM,,ORGANON (INDIA) LTD,,5,45,,,,,265,262,1,0,,MOTI & COMPANY
EVALON TAB,,,30'S,,ORGANON (INDIA) LTD,,5,45,,,,,123.6,120.6,1,0,,MOTI & COMPANY
MIXOGEN INJ,,,1'S,,ORGANON (INDIA) LTD,,5,45,,,,,124.9,121.9,1,0,,MOTI & COMPANY
MIXOGEN TAB,,,10'S,,ORGANON (INDIA) LTD,,5,45,,,,,56.8,53.8,1,0,,MOTI & COMPANY
MULTILOAD CU 250,,,1'S,,ORGANON (INDIA) LTD,,5,45,,,,,365,362,1,0,,MOTI & COMPANY
MULTILOAD CU 375,,,1'S,,ORGANON (INDIA) LTD,,5,45,,,,,548.25,545.25,1,0,,MOTI & COMPANY
NATUROLAX POWDER 100 GM,,,100 GM,,ORGANON (INDIA) LTD,,5,45,,,,,100,97,1,0,,MOTI & COMPANY
NATUROLAX POWDER 300 GM,,,300 GM,,ORGANON (INDIA) LTD,,5,45,,,,,240,237,1,0,,MOTI & COMPANY
NAUSIFER,,,10'S,,ORGANON (INDIA) LTD,,5,45,,,,,16.5,13.5,1,0,,MOTI & COMPANY
ORGAMED,,,10'S,,ORGANON (INDIA) LTD,,5,45,,,,,58.8,55.8,1,0,,MOTI & COMPANY
SUSTANON 100 INJ,,,1 ML,,ORGANON (INDIA) LTD,,5,45,,,,,106,103,1,0,,MOTI & COMPANY
NATRIL AM,,,10'S,,SERDIA PHARMACEUTICALS (INDIA) LTD,,5,45,,,,,90.5,87.5,1,0,,MOTI & COMPANY
NATRILAM 5,,,10'S,,SERDIA PHARMACEUTICALS (INDIA) LTD,,5,45,,,,,94,91,1,0,,MOTI & COMPANY
DAONIL 5 **,,,10'S,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,10.7,8.78,8.16,1101.6,,MOTI & COMPANY
HISTAC 300,,,10'S,,RANBAXY LABORATORIES LTD,,5,37,,,,,12.24,9.43,8.68,43.4,,MOTI & COMPANY
DIGINE TAB (M),,,13'S,,ABBOTT INDIA LTD,,5,26,,,,,13,10.24,8.66,1103.36,Buy 5 get 1,MOTI & COMPANY
DIGINE TAB (M),,,13'S,,ABBOTT INDIA LTD,,5,26,,,,,13,10.24,8.66,1103.36,,MOTI & COMPANY
BENADON,,,10'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,13.28,10.24,9.42,37.68,,MOTI & COMPANY
SEPTRAN PEAD SUSP .,,,50ML,,GLAXO SMITHKLIME PHARMACEUTICALS LTD,,5,64,,,,,12.6,10.34,9.51,57.06,,MOTI & COMPANY
FORCAN 150MG 1'S,,,1'S,,CIPLA LTD,,5,45,,,,,16.12,12.42,10.72,21.45,,MOTI & COMPANY
TAXIM 250 MG INJ 5 ML **,,,1'S,,ALKEM LABORATORIES LTD,,5,1,,,,,15.95,12.86,10.76,322.91,Buy 5 get 1,MOTI & COMPANY
SYNDOPA 110 **,,,10'S,,SUN PHARMACEUTICALS INDUSTRIES LTD,,14.5,56,,,,,16.91,12.88,11.91,202.47,Buy 5 get 1,MOTI & COMPANY
METROGYL SYP 60 .,,,60 ML,,UNIQUE PHARMACEUTICALS LABS LTD,,5,1,,,,,15.78,12.96,12.05,48.2,Buy 5 get 1,MOTI & COMPANY
LOPAMIDE,,,10's,,TORRENT PHARMACEUTICALS LTD,,5,1,,,,,16.9,13.01,7.98,406.95,Buy 5 get 1,MOTI & COMPANY
~OBIMET 10'S,,,10'S,,ABBOTT INDIA LTD,,5,25,,,,,15.5,13.5,1,0,,MOTI & COMPANY
TAXIM 250 MG INJ 5 ML **,,,2'S,,ALKEM LABORATORIES LTD,,5,2,,,,,16.95,13.86,11.76,323.91,,MOTI & COMPANY
CIPLAR 10MG TAB,,,15'S,,CIPLA LTD,,5,45,,,,,18.24,13.9,12.91,167.88,,MOTI & COMPANY
BANDY PLUS,,,1'S,,MANKIND PHARMA LTD,,14.5,37,,,,,18.5,14.1,11.8,318.65,,MOTI & COMPANY
LOPARET,,,10'S,,REPORT LABORATORIES,,5,53,,,,,18,14.12,11.59,1309.3,,MOTI & COMPANY
LONAZEP 0.25,,,10'S,,SUN PHARMACEUTICALS INDUSTRIES LTD,,5,1,,,,,18.5,14.24,13.24,211.84,,MOTI & COMPANY
ALDAY TAB,,,10'S,,SH PHARMA,,5,88,,,,,19,15.2,13.28,265.7,,MOTI & COMPANY
NUROKIND GOLD INJ,,,2ML,,MANKIND PHARMA LTD,,5,57,,,,,20,15.24,11.81,283.46,,MOTI & COMPANY
